alim_code;alim_nom_fr;carbo;alim_image_url
25164;Osso buco;3,5;
20044;Potiron, cru;3,5;
20297;Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule);3,5;
40121;Foie, canard, cru;3,5;
28927;Haché de volaille;3,5;
8059;Rillettes de crabe, préemballées;3,5;
11040;Câpres, au vinaigre;3,5;
20063;Haricot beurre, appertisé, égoutté;3,48;
18012;Boisson à l'eau minérale ou de source, aromatisée, sucrée;3,48;
11014;Persil, frais;3,48;
19024;Lait entier, pasteurisé;3,47;
19546;Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus;3,47;
19646;Fromage blanc nature, 3% MG environ;3,46;
20085;Poivron vert, cru;3,43;
20312;Chou-fleur, cuit à la vapeur;3,41;
25955;Soupe asiatique, avec pâtes, préemballée à réchauffer;3,4;
20183;"Haricot mungo germé ou pousse de ""soja"", cru";3,4;
20007;Carotte, appertisée, égouttée;3,4;
18041;Lait de coco ou Crème de coco;3,4;
11140;Sauce au beurre blanc, préemballée;3,4;
11074;Gingembre, racine crue;3,4;
20216;Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau;3,39;
20320;Haricot vert, bouilli/cuit à l'eau;3,39;
8313;Mousse de foie de porc;3,39;
25967;Soupe froide type Gaspacho ou Gazpacho, préemballée;3,38;
20236;Poireau, surgelé, cru;3,35;
18011;Eau de coco;3,33;
20095;Chou rouge, bouilli/cuit à l'eau;3,32;
2032;Jus de tomate, pur jus, salé à 6g/L;3,31;
25065;Boeuf aux carottes;3,3;
25101;Gratin de chou-fleur, préemballé;3,3;
11157;Sauce moutarde, préemballée;3,3;
5210;Vin (aliment moyen);3,29;
19864;Tzatziki, à base fromage frais, préemballé;3,28;
20074;Artichaut, cuit à la vapeur sous pression;3,24;
20192;Tomate côtelée ou coeur de boeuf, crue;3,23;
20266;Légumes pour ratatouille, surgelés;3,23;
20308;Chou blanc, bouilli/cuit à l'eau;3,23;
20321;Navet, bouilli/cuit à l'eau;3,23;
10004;Coquille Saint-Jacques, noix et corail, cuite;3,22;
5003;Cidre (aliment moyen);3,22;
10021;Crevette, crue;3,21;
25013;Pot-au-feu, préemballé;3,2;
5011;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";3,2;
25525;Pizza, sauce garniture pour;3,2;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
8293;Tarama, préemballé;3,19;
26054;Poisson en sauce, surgelé;3,18;
19666;Fromage frais type petit suisse, nature, 10% MG environ;3,17;
40103;Foie, agneau, cuit;3,16;
25174;Poulet au curry et au lait de coco;3,15;
20056;Champignon de Paris ou champignon de couche, cru;3,15;
13067;Citron vert ou Lime, pulpe, cru;3,14;
25600;Céleri rémoulade, préemballé;3,14;
20313;Courgette, pulpe et peau, rôtie/cuite au four;3,13;
22013;Oeuf, en poudre;3,11;
25001;Blanquette de veau;3,1;
25128;Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé;3,1;
20132;Potimarron, pulpe, cru;3,1;
10049;Pétoncle ou Peigne du Pérou, noix, crue;3,1;
19598;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;3,08;
25616;Crudité, sans assaisonnement (aliment moyen);3,07;
10043;Fruits de mer (aliment moyen);3,06;
30315;Chorizo;3,05;
16734;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel;3,05;
20015;Chou vert, cuit;3,04;
20160;Champignon, cèpe, cru;3,03;
20584;Tomate grappe, crue;3,03;
20156;Artichaut, fond, appertisé, égoutté;3,02;
25143;Poisson blanc à la parisienne (sauce aux champignons), préemballé;3;
20030;Haricot vert, cuit;3;
20040;Poireau, cuit;3;
20102;Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau;3;
19411;Crème d'Isigny AOP, >= 35% MG;3;
19431;Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais;3;
18016;Limonade, sucrée, avec édulcorants;3;
16733;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux;3;
40102;Foie, agneau, cru;2,92;
8305;Pâté de foie de porc;2,91;
20912;Tofu fumé, préemballé;2,91;
25140;Poisson blanc à la florentine (sauce aux épinards), préemballé;2,9;
19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT;2,89;
18903;Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée;2,89;
25904;Soupe de poissons et / ou crustacés, préemballée à réchauffer;2,88;
8214;Pâté breton;2,88;
20904;Tofu nature, préemballé;2,87;
19402;Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen);2,87;
1000;Pastis;2,86;
19696;Dessert au soja, aux amandes, fermenté, préemballé;2,85;
19664;Fromage frais type petit suisse, nature, 4% MG environ;2,84;
20026;Endive, crue;2,83;
20278;Céleri-rave, purée;2,83;
10080;Fruits de mer, cuits, surgelés;2,83;
5207;Champagne;2,81;
25003;Choucroute garnie, préemballée;2,8;
20242;Tomate, pulpe et peau, bouillie/cuite à l'eau;2,8;
13128;Chayote ou christophine ou chouchou, crue;2,8;
30156;Merguez, boeuf et mouton, crue;2,8;
19410;Crème de lait, 30% MG, épaisse, rayon frais;2,8;
10026;Moule de Méditerranée, crue;2,77;
22003;Oeuf, jaune (jaune d'oeuf), en poudre;2,77;
18059;"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""";2,76;
20259;Brocoli, purée;2,75;
36204;Canard, viande et peau, cru;2,75;
18907;Boisson à la noix de coco, nature, préemballée;2,75;
26187;Anchois commun, mariné, préemballé;2,7;
5001;"Bière ""coeur de marché"" (4-5° alcool)";2,7;
10020;Bulot ou Buccin, cuit;2,69;
10014;Moule commune, crue;2,69;
10017;Clam, Praire ou Palourde, cru;2,66;
19593;Yaourt, lait fermenté ou spécialité laitière, nature;2,65;
20082;Chou-fleur, surgelé, cru;2,64;
20028;Fenouil, cru;2,63;
5214;Vin rouge;2,63;
11005;Curry, poudre;2,63;
5006;Cidre brut;2,62;
11054;Mayonnaise (70% MG min.), préemballée;2,62;
25901;Soupe à la volaille et aux légumes, préemballée à réchauffer;2,6;
25125;Paupiette de veau;2,6;
25509;Préparation à base de fromage(s) pour fondue savoyarde, préemballée;2,6;
20008;Carotte, cuite;2,6;
30316;Chorizo supérieur, doux ou fort, type saucisse sèche;2,6;
11043;Tapenade;2,6;
20288;Salade sucrine, crue;2,58;
20011;Champignon, tout type, appertisé, égoutté;2,56;
22506;Omelette au fromage;2,56;
20497;Légumes pour couscous, cuits;2,55;
11033;Basilic, frais;2,55;
20019;Concombre, pulpe et peau, cru;2,54;
25541;Brochette d'agneau;2,54;
20304;Brocoli, cuit à la vapeur;2,53;
25190;Poulet basquaise, préemballé;2,5;
20272;Mesclun ou salade, mélange de jeunes pousses;2,5;
20282;Asperge, blanche ou violette, pelée, crue;2,5;
30150;Merguez, crue;2,5;
12061;Fromage 100% brebis (Feta AOP ou type Feta);2,5;
16742;Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal;2,5;
11055;Oignon au vinaigre;2,5;
20047;Tomate, crue;2,49;
20314;Céleri branche, cuit à l'étouffée;2,48;
6260;Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé;2,48;
20159;Champignon, oronge vraie, crue;2,45;
20161;Champignon, rosé des prés, cru;2,45;
20200;Laitue iceberg, crue;2,45;
8324;Foie gras, canard, bloc, 30% de morceaux;2,43;
8331;Foie gras, canard, bloc (aliment moyen);2,43;
20816;Giraumon (variété locale), pulpe, râpé, cru, prélevé à la Martinique;2,42;
18057;"Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau";2,42;
20023;Céleri branche, cru;2,41;
30300;Saucisson sec;2,41;
12819;Fromage de chèvre à tartiner, nature;2,41;
2007;Jus de citron, maison;2,41;
11065;Vanille, extrait alcoolique;2,41;
20012;Salade ou chicorée frisée, crue;2,4;
20073;Asperge, pelée, crue;2,4;
8300;Pâté de foie de porc, supérieur;2,4;
11304;Fond de veau, préemballé;2,4;
20053;Aubergine, crue;2,39;
11109;Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée;2,39;
20029;"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté";2,36;
20086;Poivron vert, cuit;2,36;
20205;Brocoli, surgelé, cuit;2,36;
20065;Chou-rave, cru;2,35;
8321;Foie gras, canard, entier, cuit;2,32;
20155;Artichaut, coeur, appertisé, égoutté;2,31;
18151;Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire;2,31;
20103;Champignon, chanterelle ou girolle, crue;2,3;
21516;Agneau, côte filet, crue;2,3;
13177;Chayote ou christophine ou chouchou, bouillie/cuite à l'eau;2,29;
22508;Omelette aux champignons;2,28;
10042;Escargot en sauce au beurre persillé, préemballé, cuit;2,26;
20059;Épinard, cru;2,25;
26097;Maquereau, filet au vin blanc, appertisé, égoutté;2,25;
20210;Concombre, pulpe, cru;2,23;
20327;Poireau, bouilli/cuit à l'eau;2,23;
25141;Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé;2,2;
20199;Cresson alénois, cru;2,2;
20280;Chou romanesco ou brocoli à pomme, cru;2,2;
40105;Foie, génisse, cuit;2,2;
11021;Moutarde à l'ancienne;2,2;
25972;Soupe miso, déshydratée reconstituée;2,18;
20230;Courgette, pulpe et peau, surgelée, crue;2,18;
19801;Lait fermenté à boire, nature, maigre;2,18;
18901;Boisson au soja, nature, enrichie en calcium, préemballée;2,18;
10001;Calmar ou calamar ou encornet, cru;2,17;
20016;Chou-fleur, cru;2,13;
20217;Roquette, crue;2,1;
36005;Poulet, viande et peau, rôti/cuit au four;2,1;
8323;Foie gras, canard, bloc, sans morceaux;2,1;
30317;Chorizo supérieur, doux ou fort, type charcuterie en tranches;2,1;
25566;Brochette de porc, crue;2,1;
36035;Poulet, manchons marinés, rôtis/cuits au four;2,1;
11003;Ciboule ou Ciboulette, fraîche;2,1;
25200;Palette à la diable, préemballée;2,08;
28922;Dés, allumettes, râpé ou haché de jambon;2,08;
12800;Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche);2,08;
20062;Haricot vert, appertisé, égoutté;2,07;
19693;Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé;2,05;
12805;Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche);2,05;
20279;Asperge, verte, crue;2,03;
20290;Chou romanesco ou brocoli à pomme, cuit;2,03;
12804;Fromage de chèvre frais, au lait cru (type palet ou crottin frais);2,03;
11214;"Préparation culinaire à base de soja, type ""crème de soja""";2,03;
58103;Gombo, fruit, cuit;2,01;
25103;Tomate farcie;2;
25106;Chou farci, préemballé;2;
20234;Navet, surgelé, cru;2;
36004;Poulet, cuisse, viande et peau, rôtie/cuite au four;2;
8325;Foie gras, canard, bloc, 50% de morceaux;2;
28504;Lardon nature, cuit;2;
26232;Hareng fumé, à l'huile;2;
8081;Rillettes de saumon, préemballées;2;
19805;Lait fermenté à boire, nature, au lait entier;1,99;
22509;Omelette aux fines herbes;1,98;
26260;Salade de concombre à la crème/fromage blanc, préemballée;1,97;
8316;Pâté de foie de volaille;1,96;
20317;Fenouil, cuit à l'étouffée;1,94;
26086;Maquereau, filet sauce tomate, appertisé, égoutté;1,94;
19415;Crème de lait, 30% MG, semi-épaisse, UHT;1,94;
40059;Coeur, agneau, cuit;1,93;
28911;Épaule de porc, cuite, choix, découennée dégraissée;1,93;
20069;Chou vert, cru;1,92;
20188;Bambou, pousses, appertisées, égouttées;1,9;
20048;Tomate, pelée, appertisée, égouttée;1,89;
20010;Champignon, tout type, cru;1,88;
10007;Crevette, cuite;1,87;
5020;Cidre traditionnel;1,87;
40119;Foie, porc, cru;1,85;
20311;Chou vert, bouilli/cuit à l'eau;1,83;
30131;Saucisse de volaille, type Knack;1,82;
20020;Courgette, pulpe et peau, crue;1,8;
40062;Coeur, veau, cru;1,8;
30155;Merguez, boeuf et mouton, cuite;1,8;
30301;Saucisson sec pur porc;1,79;
30304;Rosette ou Fuseau;1,79;
10025;Crabe ou Tourteau, bouilli/cuit à l'eau;1,79;
20123;Batavia, crue;1,78;
30311;Saucisson sec aux noix et/ou noisettes;1,78;
10048;Pecten d'Amérique ou Peigne du canada, noix, crue;1,78;
12320;Fromage fondu double crème, environ 31% MG;1,78;
40207;Langue, agneau, crue;1,75;
20299;Asperge verte, bouillie/cuite à l'eau;1,73;
20054;Cardon, cru;1,7;
20057;Brocoli, cru;1,7;
20296;Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis);1,7;
28910;Jambon cuit, choix;1,7;
30309;Saucisse sèche;1,7;
5201;Vin blanc mousseux;1,7;
11302;Sauce à l'oseille, préemballée;1,7;
2030;Jus de citron vert, maison;1,69;
20167;Chou chinois ou pak-choi ou pé-tsai, cru;1,65;
30302;Saucisson sec pur porc, qualité supérieure;1,65;
8082;Rillettes de thon, préemballées;1,65;
10037;Calmar ou calamar ou encornet, bouilli/cuit à l'eau;1,64;
20004;Bette ou blette, crue;1,63;
20277;Asperge blanche, bouillie/cuite à l'eau;1,63;
30700;Saucisson à l'ail;1,63;
22502;Oeuf, brouillé, avec matière grasse;1,62;
28913;Jambon cuit, choix, découenné dégraissé;1,61;
20111;Oseille, crue;1,6;
20139;Courge, crue;1,6;
20162;Chicorée rouge, crue;1,6;
20017;Chou-fleur, cuit;1,6;
30351;Salami pur porc;1,6;
5216;Vin rosé;1,6;
28929;Dés, allumettes, râpé ou haché de jambon de volaille;1,58;
8350;Galantine (aliment moyen);1,57;
20204;Brocoli, surgelé, cru;1,56;
13009;Citron, pulpe, cru;1,56;
30352;Salami porc et boeuf;1,56;
30730;Cervelas;1,56;
30790;Mortadelle, pur porc;1,55;
20045;Radis rouge, cru;1,53;
10024;Langoustine, crue;1,53;
20906;Tofu soyeux, préemballé;1,53;
25540;Brochette de crevettes;1,5;
20114;Champignon, pleurote, crue;1,5;
25604;Salade verte, crue, sans assaisonnement;1,5;
8211;Pâté ou terrine de campagne;1,5;
26119;Saumon, appertisé, égoutté;1,5;
26275;Oeufs de saumon, semi-conserve;1,5;
25999;Anchois, filets roulés aux câpres, semi-conserve, égoutté;1,48;
13047;Rhubarbe, tige, crue;1,47;
30900;Charcuterie (aliment moyen);1,47;
10006;Crevette grise, cuite;1,47;
30746;Saucisse cocktail;1,46;
22507;Omelette aux lardons;1,46;
6003;Boeuf, basse-côte, crue;1,45;
8201;Pâté au poivre vert;1,45;
18025;Kombucha, préemballé;1,45;
20076;Asperge, appertisée, égouttée;1,43;
20301;Bette ou blette, côte et feuille, bouillie/cuite à l'eau;1,43;
12060;Fromage type feta, au lait de vache;1,42;
8328;Foie gras de canard, cru;1,41;
26262;Salade grecque, avec sauce, préemballée;1,4;
20021;Courgette, pulpe et peau, cuite;1,4;
28917;Rond de jambon cuit;1,4;
30789;Mortadelle;1,4;
22070;Oeuf d'oie, cru;1,4;
12340;Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère;1,4;
18305;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;1,4;
25586;Brochette de volaille, cuite;1,39;
28963;Jambon de poulet ou Blanc de poulet en tranche;1,39;
30742;Saucisse de Strasbourg ou Knack;1,39;
18051;Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants;1,39;
20078;Céleri branche, appertisé, égoutté;1,38;
21525;Agneau, côte découverte, crue;1,38;
26035;Sardine, sauce tomate, appertisée, égouttée;1,38;
40601;Abat, cuit (aliment moyen);1,36;
30366;Salami type danois;1,35;
18004;Café, non instantané, non sucré, prêt à boire;1,35;
25930;Bouillon de boeuf, déshydraté reconstitué;1,33;
20031;Laitue, crue;1,33;
22009;Oeuf, jaune (jaune d'oeuf), cuit;1,31;
22060;Oeuf de cane, cru;1,31;
18220;Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés;1,31;
30701;Saucisson cuit pur porc;1,3;
10022;Langouste, bouillie/cuite à l'eau;1,3;
28964;Jambon de dinde ou Blanc de dinde en tranche;1,29;
10008;Escargot, cru;1,29;
28976;Rôti de volaille en salaison, cuit;1,28;
30134;Saucisse de Francfort;1,24;
2031;Jus de citron vert, pur jus;1,24;
20005;Bette ou blette, cuite;1,23;
20302;Brocoli, bouilli/cuit à l'eau, croquant;1,23;
25175;Meloukhia, plat à base de boeuf et corete, fait maison;1,2;
20171;Laitue romaine, crue;1,2;
20024;Céleri branche, cuit;1,2;
30130;Saucisse de volaille, façon charcutière;1,19;
30797;Mortadelle pistachée pur porc;1,16;
10036;Huître plate, crue;1,16;
18071;Café expresso, non instantané, non sucré, prêt à boire;1,16;
10045;Coquille Saint-Jacques, noix, crue;1,15;
40108;Foie, volaille, cru;1,13;
40407;Rognon, agneau, cru;1,13;
22080;Oeuf de dinde, cru;1,13;
22008;Oeuf, blanc (blanc d'oeuf), cuit;1,12;
19556;Yaourt au lait de chèvre, nature, 5% MG environ;1,12;
20283;Salicorne (Salicornia sp.), fraîche;1,1;
20006;Brocoli, cuit;1,1;
40111;Foie, poulet, cru;1,1;
40404;Rognon, porc, cru;1,1;
26142;Foie de morue, appertisé, égoutté;1,1;
19694;Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé;1,1;
26096;Maquereau, filet sauce moutarde, appertisé, égoutté;1,09;
22002;Oeuf, jaune (jaune d'oeuf), cru;1,09;
18155;Thé vert, infusé, non sucré;1,09;
28925;Jambon cuit, de Paris, découenné dégraissé;1,08;
22014;Oeuf, à la coque;1,08;
10015;Langouste, crue;1,07;
26040;Sardine, à l'huile d'olive, appertisée, égouttée;1,06;
20122;Chou-fleur, surgelé, cuit;1,05;
30350;Salami;1,05;
1027;Spécialité végétale type fromage à tartiner, au soja, préemballée;1,05;
20295;Salade feuille de chêne, crue;1,03;
20303;Brocoli, bouilli/cuit à l'eau, fondant;1,03;
28906;Jambon cuit, supérieur, découenné dégraissé;1,03;
8026;Rillettes de canard;1,03;
8406;Museau de porc vinaigrette;1,02;
25505;Brochette de boeuf;1,02;
25506;Brochette mixte de viande;1,02;
28501;Lardon nature, cru;1,01;
26179;Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté;1,01;
22505;Oeuf, au plat, sans matière grasse;1,01;
20158;Tétragone cornue, cuite;1;
28850;Coppa;1;
30104;Saucisse de Morteau;1;
30105;Saucisse de Montbéliard;1;
30110;Saucisse de Toulouse, crue;1;
30115;Chipolata, crue;1;
30764;Saucisse de jambon pur porc;1;
8550;Andouillette, à cuire;1;
8551;Andouillette, sautée/poêlée;1;
25610;Museau de boeuf en vinaigrette;1;
28860;Viande des Grisons;1;
30731;Cervelas obernois;1;
8083;Rillettes de maquereau, préemballées;1;
26004;Oeufs de lompe, semi-conserve;1;
1011;Apéritif anisé sans alcool;1;
1023;Eau de vie de vin, type armagnac, cognac;1;
11205;Sauce rouille, préemballée;1;
20000;Artichaut, cuit;0,99;
8030;Rillettes d'oie;0,99;
16414;Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);0,99;
28801;Jambon cru, fumé;0,98;
10018;Poulpe, cru;0,97;
11069;Sauge, fraîche;0,97;
28720;Lardon fumé, cru;0,96;
18021;Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants;0,96;
18353;Boisson énergisante, non sucrée, avec édulcorants;0,95;
10010;Homard, cru;0,94;
20060;Épinard, appertisé, égoutté;0,93;
11090;Vinaigre de cidre;0,93;
21521;Agneau, côte ou côtelette, crue (aliment moyen);0,92;
15029;Luzerne, graine germée;0,91;
28901;Jambon cuit, supérieur, avec couenne;0,91;
26037;Saumon fumé;0,91;
20022;Cresson de fontaine, cru;0,9;
40204;Langue, veau, crue;0,9;
40402;Rognon, boeuf, cru;0,9;
30176;Saucisse de foie;0,9;
16400;Beurre à 82% MG, doux;0,9;
20083;Épinard, surgelé, cru;0,89;
30780;Saucisse (aliment moyen);0,88;
11094;Coriandre, fraiche;0,87;
25539;Brochette de poisson;0,86;
36206;Canard, magret, cru;0,85;
22001;Oeuf, blanc (blanc d'oeuf), cru;0,85;
13004;Avocat, pulpe, cru;0,83;
20228;Champignon de Paris ou champignon de couche, surgelé, cru;0,83;
20001;Asperge, bouillie/cuite à l'eau;0,81;
28900;Jambon cuit, supérieur;0,81;
10030;Écrevisse, crue;0,81;
20118;Fenouil, bouilli/cuit à l'eau;0,8;
40003;Cervelle, agneau, cuite;0,8;
40116;Foie, poulet, cuit;0,8;
36301;Dinde, viande, crue;0,8;
40002;Cervelle, agneau, crue;0,8;
40600;Sang, boeuf, cru;0,8;
30005;Chipolata, cuite;0,8;
28725;Lardon fumé, cuit;0,8;
25504;Brochette de volaille;0,8;
11176;Gelée au madère;0,8;
28803;Jambon cuit, fumé;0,79;
28502;Poitrine de porc, fumée, crue;0,79;
6240;Boeuf, collier, cru;0,78;
10003;Coquille Saint-Jacques, noix et corail, crue;0,78;
11004;Cornichon, au vinaigre;0,78;
28902;Jambon cuit, supérieur, découenné;0,77;
28800;Jambon cru;0,76;
28845;Jambon sec Serrano;0,76;
26180;Thon à l'huile de tournesol, entier, appertisé, égoutté;0,76;
20221;Chou chinois (pak-choi ou pé-tsai), cuit;0,75;
28003;Porc, longe, crue;0,75;
28858;Pancetta ou Poitrine roulée sèche;0,75;
28550;Poitrine de porc demi-sel;0,75;
19590;Mozzarella au lait de vache;0,75;
6564;Veau, viande, cuite (aliment moyen);0,74;
28907;Jambon cuit, supérieur, à teneur réduite en sel;0,74;
10038;Crevette, surgelée, crue;0,74;
22501;Oeuf, au plat, frit, salé;0,74;
22011;Oeuf, poché;0,71;
8602;Tripes à la mode de Caen, préemballées;0,7;
20079;Champignon de Paris ou champignon de couche, appertisé, égoutté;0,7;
36030;Poulet, cuisse, viande, bouilli/cuit à l'eau;0,7;
36600;Pigeon, cru;0,7;
40052;Coeur, boeuf, cru;0,7;
40054;Coeur, poulet, cru;0,7;
28727;Filet de bacon;0,7;
8373;Roulade de porc pistachée;0,7;
30791;Mortadelle, porc et boeuf;0,7;
18900;Boisson au soja, nature, non enrichie, préemballée;0,7;
16410;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;0,7;
27029;Truite d'élevage, fumée;0,69;
18107;Boisson à l'amande, nature, non sucrée, non enrichie, préemballée;0,68;
16403;Beurre à 80% MG, salé;0,68;
34001;Lapin, viande crue;0,66;
34500;Grenouille, cuisse, crue;0,66;
25948;Bouillon de légumes, déshydraté reconstitué;0,65;
28301;Porc, rôti, cuit;0,65;
12066;Feta AOP;0,65;
28811;Jambon de Bayonne;0,63;
6204;Boeuf, onglet, cru;0,62;
26231;Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés;0,62;
11018;Vinaigre;0,62;
13147;Olives vertes, fourrées ou farcies (anchois, poivrons, etc.);0,61;
8612;Tripes à la tomate ou à la provençale;0,6;
28105;Porc, carré, cuit;0,6;
6111;Boeuf, faux-filet, cru;0,6;
28400;Porc, travers, cru;0,6;
6900;Cheval, viande, crue;0,6;
40700;Gésier, poulet, cru;0,6;
30050;Chair à saucisse, crue;0,6;
28530;Oreille de porc demi-sel;0,6;
30705;Saucisson de Paris;0,6;
30706;Saucisson de Paris, fumé;0,6;
18070;Café décaféiné, non instantané, non sucré, prêt à boire;0,6;
16743;Matière grasse mélangée (végétale et laitière) à 50-63% MG;0,6;
16744;Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel;0,6;
6521;Veau, escalope, crue;0,58;
26181;Thon albacore ou thon jaune, au naturel, appertisé, égoutté;0,58;
6160;Boeuf, tende de tranche, crue;0,57;
10031;Écrevisse, cuite;0,56;
12999;Fromage (aliment moyen);0,56;
25538;Carpaccio de boeuf, avec marinade;0,55;
28912;Jambon cuit, choix, avec couenne;0,55;
8111;Canard, magret fumé;0,55;
25995;Maquereau, filet grillé, appertisé, nature, égoutté;0,55;
16402;Beurre à 80% MG, demi-sel;0,55;
16413;Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen);0,55;
22010;Oeuf, dur;0,52;
20121;Épinard, surgelé, cuit;0,51;
36304;Dinde, escalope, crue;0,51;
10016;Seiche, crue;0,51;
25947;Bouillon de volaille, déshydraté reconstitué;0,5;
25063;Lapin à la moutarde, préemballé;0,5;
20099;Mâche, crue;0,5;
20163;Chicorée verte, crue;0,5;
20027;Épinard, cuit;0,5;
6531;Veau, filet, rôti/cuit au four;0,5;
36308;Dinde, escalope, rôtie/cuite au four;0,5;
34002;Lapin, viande cuite;0,5;
28300;Porc, rôti, cru;0,5;
36101;Caille, viande, crue;0,5;
40006;Cervelle, veau, crue;0,5;
40205;Langue, porc, crue;0,5;
8552;Andouillette de Troyes, à cuire;0,5;
26013;Hareng fumé, au naturel;0,5;
12325;Cancoillotte (spécialité fromagère fondue);0,5;
16404;Beurre à 82% MG, doux, tendre;0,5;
16411;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;0,5;
8040;Rillettes de poulet;0,49;
26034;Sardine, à l'huile, appertisée, égouttée;0,49;
25213;Paupiette de veau, préemballée,  cuite au four;0,48;
21502;Agneau, gigot, cru;0,48;
8429;Jambon persillé en gelée;0,48;
28812;Jambon sec;0,48;
6254;Boeuf, steak haché 15% MG, cru;0,47;
21504;Agneau, épaule, crue;0,45;
18340;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants;0,45;
5009;Bière blanche;0,43;
22050;Oeuf de caille, cru;0,41;
25210;Saumon farci, préemballé;0,4;
6140;Boeuf, joue, crue;0,4;
6206;Boeuf, rumsteck, cru;0,4;
6513;Veau, carré, cru;0,4;
6535;Veau, steak haché 20% MG, cru;0,4;
28104;Porc, carré, cru;0,4;
28204;Porc, filet mignon, cru;0,4;
36307;Dinde, cuisse, viande sans peau, crue;0,4;
6901;Cheval, steak, cru;0,4;
36000;Poule, viande et peau, crue;0,4;
40055;Coeur, dinde, cru;0,4;
40058;Coeur, agneau, cru;0,4;
40060;Coeur, porc, cru;0,4;
40202;Langue, boeuf, crue;0,4;
28960;Jambonneau, cuit;0,4;
18013;Tonic ou bitter, non sucré, avec édulcorants;0,4;
18072;Café décaféiné, instantané, non sucré, prêt à boire;0,4;
6106;Boeuf, rond de gîte, cru;0,38;
28001;Porc, épaule, crue;0,38;
28100;Porc, côte, crue;0,38;
28480;Porc, rôti filet avec chaînette, cru;0,37;
1001;Eau de vie;0,37;
18065;Boisson au thé, aromatisée, non sucrée, avec édulcorants;0,34;
25585;Brochette de boeuf, cuite;0,33;
8601;Tripes à la mode de Caen;0,3;
20090;Scarole, crue;0,3;
6210;Boeuf, rosbif, rôti/cuit au four;0,3;
6250;Boeuf, steak haché 5% MG, cru;0,3;
36016;Poulet, viande et peau, cru;0,3;
28905;Jambon à l'os braisé;0,3;
28802;Jambon sec, découenné, dégraissé;0,3;
28844;Jambon sec de Parme;0,3;
8500;Andouille;0,3;
8080;Rillettes de poisson, préemballées;0,3;
18073;Café, instantané, non sucré, prêt à boire;0,3;
18154;Thé noir, infusé, non sucré;0,3;
16615;Matière grasse végétale ou margarine, 80% MG, doux;0,3;
36900;Volaille, cuite (aliment moyen);0,28;
28473;Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru;0,28;
28474;Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru;0,28;
